Date,PA1436583006-MVC,PA1436583006-P,PA1436583006-PH,PA1436583006-PL,PA1436583006-PO,US22160K1051-MVC,US22160K1051-P,US22160K1051-PH,US22160K1051-PL,US22160K1051-PO,US4581401001-MVC,US4581401001-P,US4581401001-PH,US4581401001-PL,US4581401001-PO,AN8068571086-MVC,AN8068571086-P,AN8068571086-PH,AN8068571086-PL,AN8068571086-PO,PA1436583006-WC01151,PA1436583006-WC02001,PA1436583006-WC02999,PA1436583006-WC03051,PA1436583006-WC03255,PA1436583006-WC05376,PA1436583006-WC08101,PA1436583006-WC08106,PA1436583006-WC08221,PA1436583006-WC08231,PA1436583006-WC08311,PA1436583006-WC08316,PA1436583006-WC18191,US22160K1051-WC01151,US22160K1051-WC02001,US22160K1051-WC02999,US22160K1051-WC03051,US22160K1051-WC03255,US22160K1051-WC05376,US22160K1051-WC08101,US22160K1051-WC08106,US22160K1051-WC08221,US22160K1051-WC08231,US22160K1051-WC08311,US22160K1051-WC08316,US22160K1051-WC18191,US4581401001-WC01151,US4581401001-WC02001,US4581401001-WC02999,US4581401001-WC03051,US4581401001-WC03255,US4581401001-WC05376,US4581401001-WC08101,US4581401001-WC08106,US4581401001-WC08221,US4581401001-WC08231,US4581401001-WC08311,US4581401001-WC08316,US4581401001-WC18191,AN8068571086-WC01151,AN8068571086-WC02001,AN8068571086-WC02999,AN8068571086-WC03051,AN8068571086-WC03255,AN8068571086-WC05376,AN8068571086-WC08101,AN8068571086-WC08106,AN8068571086-WC08221,AN8068571086-WC08231,AN8068571086-WC08311,AN8068571086-WC08316,AN8068571086-WC18191,NASA100-PH,NASA100-PL,NASA100-PO,NASCOMP-PH,NASCOMP-PL,NASCOMP-PO,S&PCOMP-PH,S&PCOMP-PL,S&PCOMP-PO,CBOEVIX-PH,CBOEVIX-PL,CBOEVIX-PO,GOLDBLN-P,GOLDBLN-PH,GOLDBLN-PL,GOLDBLN-PO,OILBREN-P,OILBREN-PH,OILBREN-PL,OILWTXI-P,OILWTXI-PH,OILWTXI-PL,SILVUSL-P,JAPAYE$-ER,USDOLSF-ER,SPXC.SERIESC-I3,SPXC.SERIESC-O1,SPXC.SERIESC-O3,SPXC.SERIESC-O6,SPXC.SERIESC-OI,SPXC.SERIESC-ON,SPXC.SERIESC-OY,SPXC.SERIESC-VI,SPXC.SERIESC-VM,SPXC.SERIESP-I3,SPXC.SERIESP-O1,SPXC.SERIESP-O3,SPXC.SERIESP-O6,SPXC.SERIESP-OI,SPXC.SERIESP-ON,SPXC.SERIESP-OY,SPXC.SERIESP-VI,SPXC.SERIESP-VM,VIXC.SERIESC-O1,VIXC.SERIESC-O3,VIXC.SERIESC-O6,VIXC.SERIESC-OI,VIXC.SERIESC-ON,VIXC.SERIESC-OY,VIXC.SERIESC-VI,VIXC.SERIESC-VM,VIXC.SERIESP-O1,VIXC.SERIESP-O3,VIXC.SERIESP-O6,VIXC.SERIESP-OI,VIXC.SERIESP-ON,VIXC.SERIESP-OY,VIXC.SERIESP-VI,VIXC.SERIESP-VM,USNAPMNO-ES,USPMNBC.Q-ES,USBSINV.B-ES,USCAPUS.R-ES,USCAPUTLQ-ES,USCNFBUSQ-ES,USCNFCONQ-ES,USCRDCONB-ES,USCSHPM%E-ES,USPENONFO-ES,USUMINM1R-ES,ECSWF1Y-IR
2006-09-14,34935.46,43.58,43.82,43.44,43.66,23356.42,49.91,50.2,48.81,49.31,114091.0,19.78,19.82,19.5,19.75,65240.35,55.1,57.25,54.92,56.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.27,1617.97,1619.36,2230.97,2218.86,2220.92,1318.0,1313.25,1318.0,12.02,10.74,11.36,588.17,595.0,584.49,592.38,62.45,62.45,62.45,63.27,63.27,63.27,11.35,117.405,0.8021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085
2006-09-15,34990.31,43.81,43.92,43.19,43.67,23314.3,49.82,51.13,49.52,50.44,112533.6,19.51,19.96,19.49,19.92,66637.5,56.28,56.63,54.73,55.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.6,1627.54,1641.08,2247.16,2227.72,2245.74,1324.65,1316.28,1316.28,12.54,11.4,11.49,576.15,578.75,572.5,576.13,60.85,60.85,60.85,63.33,63.33,63.33,10.7,117.585,0.7946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8,,,,,,,,,,,2.085
2006-09-18,34312.79,42.76,43.81,42.76,43.6,23183.27,49.54,49.9,49.122,49.9,113341.1,19.65,19.75,19.44,19.46,69668.63,58.84,58.88,56.97,57.45,988000.0,1163000.0,30552000.0,1492000.0,7847000.0,803000.0,0.27,0.37,30.11,43.09,28.33,22.07,2630000.0,566385.0,3355520.0,19596523.0,113737.0,2221715.0,245742.0,0.48,1.09,20.36,25.76,2.51,2.77,1736949.0,4912000.0,10002000.0,48218000.0,180000.0,2028000.0,2320000.0,1.49,2.15,5.23,5.52,30.22,17.54,7092000.0,1561000.0,2999000.0,22419000.0,1321000.0,5985000.0,567673.0,1.12,1.42,36.48,57.44,27.45,25.65,5004000.0,1643.53,1625.8,1631.17,2247.47,2228.52,2232.23,1324.87,1318.16,1319.85,12.41,11.58,12.28,579.95,583.9,578.75,583.35,61.77,61.77,61.77,63.75,63.75,63.75,10.97,118.005,0.7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085
2006-09-19,34194.17,42.82,43.21,42.37,42.77,23800.99,50.86,50.94,49.67,49.94,112014.5,19.42,19.7,19.24,19.65,68413.56,57.78,59.4,56.95,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.08,1608.51,1635.27,2239.86,2202.93,2238.03,1322.04,1312.17,1321.17,12.69,11.86,11.96,579.15,588.5,579.15,587.0,62.92,62.92,62.92,61.65,61.65,61.65,10.91,117.17,0.8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085
2006-09-20,34815.02,43.58,43.62,43.0,43.1,24273.64,51.87,52.18,51.03,51.1,112418.2,19.49,19.69,19.44,19.51,66412.5,56.09,58.56,56.07,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.9,1635.28,1635.86,2257.28,2242.11,2241.79,1328.53,1318.28,1318.28,11.75,11.34,11.75,585.7,586.3,573.5,574.15,59.59,59.59,59.59,60.16,60.16,60.16,10.74,117.235,0.8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085
2006-09-21,35997.0,44.75,46.08,44.38,44.69,23520.21,50.26,52.35,49.55,51.94,110687.8,19.19,19.66,19.14,19.45,68082.0,57.5,58.1,56.49,56.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.4,1631.29,1648.99,2261.47,2232.89,2257.21,1328.19,1315.45,1324.89,12.6,11.28,11.43,579.6,583.1,575.0,578.88,59.58,59.58,59.58,61.1,61.1,61.1,11.02,116.78,0.7992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.085
2006-09-22,35770.6,44.7,44.99,44.52,44.75,23347.07,49.89,50.43,49.81,50.09,109995.7,19.07,19.36,19.03,19.18,67608.38,57.1,57.98,56.57,57.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.15,1615.98,1633.34,2233.55,2210.13,2233.33,1318.03,1310.94,1317.74,13.28,12.47,12.47,587.1,592.5,584.75,587.4,59.14,59.14,59.14,60.04,60.04,60.04,11.28,116.375,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.065
2006-09-25,36775.46,46.07,46.18,44.65,45.25,23983.5,51.25,51.73,49.75,50.79,111956.8,19.41,19.5101,19.0299,19.17,67537.38,57.04,57.92,55.69,57.1,988000.0,1163000.0,30552000.0,1492000.0,7847000.0,803000.0,0.27,0.37,30.11,43.09,28.33,22.07,2630000.0,566385.0,3355520.0,19596523.0,113737.0,2221715.0,245742.0,0.48,1.09,20.36,25.76,2.51,2.77,1736949.0,4912000.0,10002000.0,48218000.0,180000.0,2028000.0,2320000.0,1.49,2.15,5.23,5.52,30.22,17.54,7092000.0,1561000.0,2999000.0,22419000.0,1321000.0,5985000.0,567673.0,1.12,1.42,36.48,57.44,27.45,25.65,5004000.0,1653.86,1615.14,1631.83,2253.45,2212.02,2227.63,1329.35,1311.58,1314.78,13.41,11.93,12.97,585.6,590.6,582.75,589.88,58.21,58.21,58.21,61.22,61.22,61.22,11.05,116.495,0.8076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.995
2006-09-26,36940.58,46.33,46.33,45.44,45.76,24156.65,51.62,51.96,50.25,51.42,115129.2,19.96,19.98,19.32,19.39,68851.63,58.15,58.62,56.95,57.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.6,1644.29,1649.35,2261.78,2243.67,2247.16,1336.6,1325.3,1326.22,12.23,11.51,12.23,591.7,593.75,586.75,590.8,59.14,59.14,59.14,61.12,61.12,61.12,11.11,117.035,0.8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.995
2006-09-27,37115.0,46.36,46.85,46.13,46.26,23688.68,50.62,51.52,50.15,51.25,117609.5,20.39,20.75,20.05,20.06,71693.31,60.55,60.73,58.86,59.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.61,1648.14,1654.15,2271.0,2254.37,2254.83,1340.08,1333.54,1335.37,11.9,11.42,11.65,592.1,596.8,590.5,592.57,58.24,58.24,58.24,63.02,63.02,63.02,11.58,117.365,0.8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2006-09-28,37537.82,46.93,47.23,46.6,46.69,23431.29,50.07,50.91,49.57,50.69,119801.3,20.77,20.8301,20.45,20.46,71918.25,60.74,62.13,60.33,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.28,1645.2,1658.35,2273.12,2252.91,2267.01,1340.28,1333.75,1336.56,12.06,11.59,11.64,604.7,604.75,601.4,602.0,61.29,61.29,61.29,62.63,62.63,62.63,11.66,117.855,0.8011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2006-09-29,37633.24,47.03,47.37,46.73,46.9,23248.79,49.68,50.46,49.6,50.22,118647.6,20.57,20.95,20.52,20.9,73445.69,62.03,62.03,60.2,60.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.03,1653.74,1666.03,2273.3,2257.98,2273.0,1339.88,1335.64,1338.86,12.1,11.72,11.75,596.4,604.25,595.75,603.88,59.86,59.86,59.86,62.83,62.83,62.83,11.55,118.065,0.7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396880.0,,,,,2426.81323,,,,2.04
2006-10-02,37821.09,47.14,47.53,46.96,47.53,22813.58,48.75,49.57,48.5,49.57,117897.8,20.44,20.75,20.4,20.56,71764.94,60.91,62.26,60.81,62.03,988000.0,1163000.0,30552000.0,1492000.0,7847000.0,803000.0,0.27,0.37,30.11,43.09,28.33,22.07,2630000.0,566385.0,3355520.0,19596523.0,113737.0,2221715.0,245742.0,0.48,1.09,20.36,25.76,2.51,2.77,1736949.0,4912000.0,10002000.0,48218000.0,180000.0,2028000.0,2320000.0,1.49,2.15,5.23,5.52,30.22,17.54,7092000.0,1561000.0,2999000.0,22419000.0,1321000.0,5985000.0,567673.0,1.12,1.42,36.48,57.44,27.45,25.65,5004000.0,1655.67,1631.36,1650.55,2262.67,2235.68,2256.5,1338.54,1330.28,1335.82,12.72,12.11,12.45,600.2,603.7,599.5,602.1,59.6,59.6,59.6,60.8,60.8,60.8,11.58,117.725,0.8049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2006-10-03,38317.26,48.03,48.09,46.86,47.15,23052.24,49.26,49.71,47.891000000000005,48.25,118647.6,20.57,20.79,20.17,20.4,68736.94,58.34,60.03,57.84,60.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.74,1623.07,1628.98,2251.86,2224.21,2232.59,1338.31,1327.1,1331.17,12.91,11.97,12.68,582.5,597.75,581.8,596.7,57.03,57.03,57.03,58.65,58.65,58.65,11.34,117.885,0.8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2006-10-04,38939.52,48.74,48.75,47.96,47.97,23548.29,50.32,50.43,48.51,48.99,120089.6,20.82,20.88,20.49,20.5,69632.38,59.1,59.2,56.85,58.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.14,1634.23,1636.83,2290.98,2239.26,2239.37,1350.22,1331.48,1333.81,12.64,11.62,12.64,562.5,580.5,562.5,577.13,56.61,56.61,56.61,59.5,59.5,59.5,10.825,118.025,0.7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2006-10-05,38561.33,48.27,48.48,47.75,48.34,23567.0,50.36,50.76,49.02,49.6,119858.9,20.78,20.98,20.66,20.8,70574.94,59.9,60.71,58.78,59.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.41,1676.08,1679.59,2306.35,2287.61,2288.89,1353.79,1347.75,1349.84,12.06,11.65,11.94,569.35,574.25,563.0,563.9,58.41,58.41,58.41,60.03,60.03,60.03,10.96,117.685,0.7979999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2006-10-06,38605.14,48.37,48.48,47.87,48.01,23155.19,49.48,50.35,49.22,50.35,118993.8,20.63,20.7001,20.4099,20.61,70221.5,59.6,60.01,58.4,59.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.8,1678.55,1682.34,2306.28,2289.99,2295.61,1353.22,1344.21,1352.42,12.17,11.55,11.99,567.38,573.3,560.65,570.5,58.99,58.99,58.99,59.72,59.72,59.72,11.01,118.955,0.7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2006-10-09,38554.95,48.3,48.43,47.81,48.07,23309.63,49.81,50.02,49.15,49.64,118936.1,20.62,20.79,20.46,20.52,68772.31,58.37,60.7,58.28,60.1,988000.0,1163000.0,30552000.0,1492000.0,7847000.0,803000.0,0.27,0.37,30.11,43.09,28.33,22.07,2630000.0,566385.0,3355520.0,19596523.0,113737.0,2221715.0,245742.0,0.48,1.09,20.36,25.76,2.51,2.77,1736949.0,4912000.0,10002000.0,48218000.0,180000.0,2028000.0,2320000.0,1.49,2.15,5.23,5.52,30.22,17.54,7092000.0,1561000.0,2999000.0,22419000.0,1321000.0,5985000.0,567673.0,1.12,1.42,36.48,57.44,27.45,25.65,5004000.0,1698.38,1681.64,1683.09,2317.42,2295.25,2297.76,1352.69,1346.55,1349.58,12.09,11.58,12.07,576.13,580.75,575.65,578.63,60.81,60.81,60.81,59.91,59.91,59.91,11.335,119.115,0.7932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.035
2006-10-10,38158.87,47.95,48.1,47.1,47.34,23286.22,49.76,50.37,49.5,49.99,120493.5,20.89,21.02,20.42,20.53,69809.13,59.25,60.14,58.17,58.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.26,1681.44,1692.41,2319.06,2302.24,2313.25,1354.23,1348.6,1350.64,11.89,11.47,11.77,574.0,581.1,569.75,577.63,60.81,60.83,60.79,58.5,58.5,58.5,11.21,119.635,0.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045
2006-10-11,37509.82,47.03,47.44,46.74,47.32,23431.29,50.07,50.16,49.29,49.77,120493.5,20.89,21.28,20.74,20.76,67700.06,57.46,59.31,57.34,59.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.58,1675.98,1686.73,2322.07,2292.29,2304.74,1353.97,1343.57,1353.28,12.03,11.31,11.75,576.67,578.8,570.85,571.8,59.21,59.21,59.21,57.5,57.5,57.5,11.14,119.585,0.7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.065
2006-10-12,37890.75,47.44,47.64,47.0,47.34,25223.63,53.9,54.35,51.39,51.79,123954.3,21.49,21.55,20.95,21.11,68136.0,57.83,58.35,57.23,57.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.72,1697.47,1698.61,2346.29,2318.28,2318.28,1363.76,1349.94,1350.79,11.51,11.09,11.5,577.88,578.0,571.45,574.55,58.94,58.94,58.94,58.15,58.15,58.15,11.3,119.515,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.065
2006-10-13,38132.63,47.95,48.22,47.1732,48.22,24896.05,53.2,53.72,52.96,53.6,124588.7,21.6,21.85,21.38,21.4,69267.13,58.79,59.61,58.34,58.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.26,1714.58,1715.99,2360.23,2341.4,2343.58,1366.63,1360.5,1362.82,11.35,10.75,11.17,587.0,589.0,577.5,578.38,59.94,59.94,59.94,58.69,58.69,58.69,11.4,119.865,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.065
2006-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1,,,,,,,,,,,
2006-10-16,38083.35,47.77,48.12,47.54,47.79,24793.09,52.98,53.65,52.8,53.01,124646.3,21.61,22.03,21.5599,21.93,71494.0,60.68,60.79,58.45,59.0,988000.0,1163000.0,30552000.0,1492000.0,7847000.0,803000.0,0.27,0.37,30.11,43.09,28.33,22.07,2630000.0,566385.0,3355520.0,19596523.0,113737.0,2221715.0,245742.0,0.48,1.09,20.36,25.76,2.51,2.77,1736949.0,4912000.0,10002000.0,48218000.0,180000.0,2028000.0,2320000.0,1.49,2.15,5.23,5.52,30.22,17.54,7092000.0,1561000.0,2999000.0,22419000.0,1321000.0,5985000.0,567673.0,1.12,1.42,36.48,57.44,27.45,25.65,5004000.0,1733.73,1725.7,1726.04,2368.11,2358.01,2358.23,1370.2,1364.48,1365.57,11.2,10.91,11.07,593.1,594.8,590.5,592.0,59.26,59.26,59.26,59.91,59.91,59.91,11.72,119.245,0.7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.065
2006-10-17,37830.97,47.54,47.63,47.16,47.47,24554.42,52.47,53.03,52.31,52.54,120551.1,20.9,21.23,20.83,21.19,72130.19,61.22,61.22,59.0,59.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.1,1699.88,1715.05,2354.07,2329.8,2348.3,1369.05,1356.87,1369.05,12.03,11.35,11.36,587.57,597.5,586.15,596.8,60.49,60.49,60.49,58.87,58.87,58.87,11.85,118.705,0.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095
2006-10-18,38273.73,48.14,48.4,47.54,47.54,24400.0,52.14,53.1,52.0,52.74,121762.3,21.11,21.63,21.03,21.6,70881.31,60.16,61.62,59.61,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.43,1695.37,1717.24,2362.09,2330.49,2354.35,1372.87,1360.95,1363.93,11.83,11.33,11.44,593.3,595.0,589.5,591.88,59.38,59.38,59.38,57.68,57.68,57.68,11.76,119.075,0.7861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095
2006-10-19,38255.86,48.01,48.22,47.72,48.02,24175.37,51.66,52.4,51.43,52.0,121300.9,21.03,21.19,20.63,21.0,73873.94,62.7,62.7,59.94,60.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.43,1693.19,1698.53,2345.24,2324.43,2331.24,1368.09,1362.06,1365.43,11.57,10.78,11.51,596.4,600.3,587.2,589.6,58.29,58.29,58.29,58.5,58.5,58.5,11.62,118.335,0.7924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095
2006-10-20,38352.77,48.08,48.29,47.9,48.25,24189.41,51.69,51.85,51.07,51.84,123031.3,21.33,21.45,21.05,21.18,70810.56,60.1,63.31,60.03,63.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.45,1695.21,1712.53,2349.36,2329.13,2340.94,1368.66,1362.1,1368.07,11.23,10.44,11.06,595.0,602.2,593.8,600.77,58.44,58.44,58.44,57.25,57.25,57.25,11.98,118.765,0.7937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095
2006-10-23,38534.94,48.4,48.43,47.72,47.85,24657.38,52.69,52.84,51.43,51.43,123723.6,21.45,21.6,21.12,21.28,71670.69,60.83,61.56,59.51,60.0,988000.0,1163000.0,30552000.0,1492000.0,7847000.0,803000.0,0.27,0.37,30.11,43.09,28.33,22.07,2630000.0,566385.0,3355520.0,19596523.0,113737.0,2221715.0,245742.0,0.48,1.09,20.36,25.76,2.51,2.77,1736949.0,4912000.0,10002000.0,48218000.0,180000.0,2028000.0,2320000.0,1.49,2.15,5.23,5.52,30.22,17.54,7092000.0,1561000.0,2999000.0,22419000.0,1321000.0,5985000.0,567673.0,1.12,1.42,36.48,57.44,27.45,25.65,5004000.0,1732.52,1702.58,1704.4,2364.2,2330.61,2335.47,1377.4,1363.94,1368.58,11.25,10.62,11.15,584.77,593.0,582.8,592.6,56.83,56.83,56.83,57.1,57.1,57.1,11.71,119.305,0.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105
2006-10-24,38368.48,48.13,48.32,47.83,48.1,24563.79,52.49,52.83,52.2,52.62,124704.1,21.62,21.84,21.45,21.46,73461.56,62.35,62.47,60.57,60.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.78,1706.22,1722.31,2356.03,2335.91,2350.13,1377.78,1372.42,1377.02,11.27,10.78,11.25,581.17,582.2,573.85,578.77,57.94,57.94,57.94,59.34,59.34,59.34,11.57,119.465,0.7882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105
2006-10-25,38540.14,48.43,48.49,47.79,48.19,24601.22,52.57,53.17,52.02,52.52,125280.8,21.72,21.84,21.53,21.55,75276.06,63.89,64.68,61.8,62.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.9,1711.68,1716.56,2359.76,2338.65,2345.76,1383.61,1376.0,1377.78,10.88,10.6,10.88,587.95,589.3,580.6,582.35,59.67,59.67,59.67,61.43,61.43,61.43,11.75,119.115,0.7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105
2006-10-26,39273.2,49.46,49.58,48.28,48.45,25031.75,53.49,53.85,52.5,52.75,125569.3,21.77,21.83,21.61,21.75,75535.19,64.11,64.62,63.74,64.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.79,1718.53,1730.28,2379.29,2347.88,2362.22,1389.45,1379.47,1382.21,10.96,10.47,10.56,594.97,598.5,591.0,592.38,59.73,59.73,59.73,60.2,60.2,60.2,11.97,118.595,0.7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105
2006-10-27,38890.39,48.81,49.199,48.53,48.9,24807.13,53.01,53.53,52.88,53.52,121662.5,21.1,21.77,20.8999,21.68,74003.56,62.81,64.32,62.4,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.61,1712.76,1738.44,2377.34,2347.07,2372.64,1388.89,1375.85,1388.89,10.99,10.53,10.66,597.65,599.1,592.9,596.1,58.99,58.99,58.99,60.72,60.72,60.72,12.05,117.605,0.7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095
2006-10-30,39170.64,49.29,49.46,48.46,48.82,24849.25,53.1,53.4,52.62,52.71,122585.0,21.26,21.33,20.96,21.02,72589.69,61.61,62.68,61.5,62.0,988000.0,1163000.0,30552000.0,1492000.0,7847000.0,803000.0,0.27,0.37,30.11,43.09,28.33,22.07,2630000.0,566385.0,3355520.0,19596523.0,113737.0,2221715.0,245742.0,0.48,1.09,20.36,25.76,2.51,2.77,1736949.0,4912000.0,10002000.0,48218000.0,180000.0,2028000.0,2320000.0,1.49,2.15,5.23,5.52,30.22,17.54,7092000.0,1561000.0,2999000.0,22419000.0,1321000.0,5985000.0,567673.0,1.12,1.42,36.48,57.44,27.45,25.65,5004000.0,1735.02,1711.85,1713.97,2371.06,2341.03,2345.67,1381.22,1373.46,1377.3,11.43,10.92,11.36,607.6,610.5,599.7,603.05,57.13,57.13,57.13,58.36,58.36,58.36,12.13,117.475,0.8006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105
2006-10-31,38939.78,48.82,49.63,48.78,49.49,24980.28,53.38,53.8,52.92,53.06,123046.3,21.34,21.43,21.19,21.315,74321.69,63.08,63.15,61.33,61.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.33,1722.15,1734.49,2374.64,2355.95,2369.23,1381.21,1372.19,1377.93,11.39,10.99,11.1,605.4,606.3,599.0,601.6,56.18,56.18,56.18,58.49,58.49,58.49,12.08,117.155,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401196.0,,,,,2429.39986,,,,2.105
2006-11-01,38974.49,48.96,49.25,48.86,48.88,24760.33,52.91,53.93,52.5,53.55,121201.2,21.02,21.42,20.96,21.37,73720.81,62.57,63.48,61.64,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.79,1702.18,1739.37,2375.53,2330.57,2374.12,1381.95,1366.26,1377.76,11.68,10.89,10.93,615.3,616.0,606.0,607.3,56.25,56.25,56.25,58.46,58.46,58.46,12.36,116.975,0.8045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105
